id_partner,src_country,country_code,dest_country,bayan_nr,item_nr,partner_sku,sku,status,offer_price,gmv_lcy,currency_code,brand_code,family,fulfillment_model,order_timestamp,shipment_timestamp,delivered_timestamp
99093,SA,SA,SA,,NSAI80087347524-1,10801002,ZD0677B501F8C6F1AAA36Z-1,Delivered,159,159,SAR,bb_lab,health_nutrition,Supermall,2026-08-26 11:11:29,2026-08-26 11:16:45,2026-08-26 11:46:59
99093,SA,SA,SA,,NSAI80064508941-1,10501082,ZDE34E2CD4E63F4376425Z-1,Delivered,81.52,81.52,SAR,aoi,health_nutrition,Supermall,2026-08-26 10:51:06,2026-08-26 10:56:43,2026-08-26 11:12:21
99093,SA,SA,SA,,NSAI80043312158-4,10501025,ZD563AA7353B179BE7602Z-1,Delivered,54.2,54.2,SAR,zaadana,health_nutrition,Supermall,2026-08-26 07:56:25,2026-08-26 08:03:27,2026-08-26 08:32:17
99093,SA,SA,SA,,NSAI80057159617-4,10801003,ZEA4B319B1794D90C4742Z-1,Processing,159,159,SAR,bb_lab,health_nutrition,Fulfilled by Noon (FBN),2026-08-26 07:27:19,,
99093,SA,SA,SA,,NSAI80051895701-2,10101100,ZF381366843976DA12605Z-1,Delivered,60.67,60.67,SAR,zaadana,health_nutrition,Supermall,2026-08-26 07:15:31,2026-08-26 07:25:29,2026-08-26 08:07:29
99093,SA,SA,SA,,NSAI80072805088-1,10501082,ZDE34E2CD4E63F4376425Z-1,Processing,81.52,81.52,SAR,aoi,health_nutrition,Fulfilled by Noon (FBN),2026-08-26 06:57:27,,
99093,SA,SA,SA,,NSAI80043937150-3,10504011,ZC009C00149313EE53471Z-1,Shipped,54.82,54.82,SAR,zaadana,health_nutrition,Fulfilled by Noon (FBN),2026-08-26 03:16:22,2026-08-26 07:07:31,
99093,SA,SA,SA,,NSAI80058733483-3,20105057,Z3CBBC508B9FAB0392763Z-1,Shipped,50.16,50.16,SAR,nature_s_answer,hair_personal_care,Fulfilled by Noon (FBN),2026-08-26 01:16:56,2026-08-26 09:54:52,
99093,SA,SA,SA,,NSAI80026971488-1,10801002,ZD0677B501F8C6F1AAA36Z-1,Shipped,159,159,SAR,bb_lab,health_nutrition,Fulfilled by Noon (FBN),2026-08-26 01:01:39,2026-08-26 03:07:07,
