order_nr,status,mp_code,is_assigned_user,has_customized_items,psku_code,sku,partner_sku,parent_sku,item_barcode,title,image_key,image_url,brand,size,images,purchase_item_nr,received_at,updated_at,target_shipped_at,price,currency_code,partner_barcodes,cancellation_reason,enable_extra_cancellation_reasons,shipment_created_at,item_status,shipment_nr
NSAI60026255399,delivered,noon,False,False,ada2fc96828d9e282c989907ab8eb39a,Z827F0966D72D581D3233Z-1,10503029.1,Z827F0966D72D581D3233Z,8997236230047,Parsa Drink with Ginseng 100 g – 5 Sachets,pzsku/Z827F0966D72D581D3233Z/45/1754986686/8716e0ce-81c4-441c-a287-688b45e32d08.jpg,https://z.nooncdn.com/products/tr:n-t_120/pzsku/Z827F0966D72D581D3233Z/45/1754986686/8716e0ce-81c4-441c-a287-688b45e32d08.jpg,parsa_coffee,,"['https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z827F0966D72D581D3233Z/45/1754986686/8716e0ce-81c4-441c-a287-688b45e32d08.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z827F0966D72D581D3233Z/45/_/1782041470/d4ef559e-73bb-47b6-a72d-11ad1d55a27e.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z827F0966D72D581D3233Z/45/_/1782041546/92ad816f-294c-47cc-9af9-0770c1ff6156.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z827F0966D72D581D3233Z/45/_/1782041609/d37c5897-acd0-4c7f-a4a2-aed48a4af6ca.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z827F0966D72D581D3233Z/45/_/1782041993/4142305d-0316-4981-af9e-335208df08d8.jpg']",NSAI60026255399-1-P1,2026-06-06 02:23:46+03:00,2026-06-06 12:51:29+03:00,2026-06-08 12:00:00+03:00,70.0,sar,null,,False,2026-06-06 08:51:50+03:00,delivered,PH26949999474S
NSAI60003088547,delivered,noon,False,False,a4f25dc80bb9b6a15dba3f974a66431a,N11293158A,20207015,ZBBA921DB00CFB78F00D6Z,,Shea Butter Skin Moisturizer,pzsku/ZFB23DA7A2A5D1F675832Z/45/_/1772787189/39b604b8-310f-4351-92fc-fc8afc60a7aa.jpg,https://z.nooncdn.com/products/tr:n-t_120/pzsku/ZFB23DA7A2A5D1F675832Z/45/_/1772787189/39b604b8-310f-4351-92fc-fc8afc60a7aa.jpg,now,7,"['https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZFB23DA7A2A5D1F675832Z/45/_/1772787189/39b604b8-310f-4351-92fc-fc8afc60a7aa.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZFB23DA7A2A5D1F675832Z/45/_/1772787189/026104b1-562e-42e4-9f99-5969103b51e6.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZFB23DA7A2A5D1F675832Z/45/_/1772787188/303a9594-d122-4fdf-87f8-589f878c4ffb.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZFB23DA7A2A5D1F675832Z/45/_/1772787189/2282245c-92e1-4ca2-bd1f-146f7d0b010b.jpg']",NSAI60003088547-1-P1,2026-06-04 04:47:08+03:00,2026-06-04 12:04:18+03:00,2026-06-07 11:00:00+03:00,46.0,sar,null,,False,2026-06-04 09:02:03+03:00,delivered,PH25484637730S
NSAI60003496929,delivered,noon,False,False,a4f25dc80bb9b6a15dba3f974a66431a,N11293158A,20207015,ZBBA921DB00CFB78F00D6Z,,Shea Butter Skin Moisturizer,pzsku/ZFB23DA7A2A5D1F675832Z/45/_/1772787189/39b604b8-310f-4351-92fc-fc8afc60a7aa.jpg,https://z.nooncdn.com/products/tr:n-t_120/pzsku/ZFB23DA7A2A5D1F675832Z/45/_/1772787189/39b604b8-310f-4351-92fc-fc8afc60a7aa.jpg,now,7,"['https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZFB23DA7A2A5D1F675832Z/45/_/1772787189/39b604b8-310f-4351-92fc-fc8afc60a7aa.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZFB23DA7A2A5D1F675832Z/45/_/1772787189/026104b1-562e-42e4-9f99-5969103b51e6.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZFB23DA7A2A5D1F675832Z/45/_/1772787188/303a9594-d122-4fdf-87f8-589f878c4ffb.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZFB23DA7A2A5D1F675832Z/45/_/1772787189/2282245c-92e1-4ca2-bd1f-146f7d0b010b.jpg']",NSAI60003496929-4-P1,2026-06-04 02:09:27+03:00,2026-06-04 12:04:18+03:00,2026-06-07 11:00:00+03:00,46.0,sar,null,,False,2026-06-04 09:02:36+03:00,delivered,PH21476576006S
NSAI60020454906,delivered,noon,False,False,a566b4ecb58a36c7e02ed2d226f3ec5a,Z1EDD2CF7F641CD3DCCF1Z-1,Z.17624181574445143,Z1EDD2CF7F641CD3DCCF1Z,,BB LAB Marine Collagen Offer 3 Packs × 30 Sachets – Skin Radiance & Elasticity Support – Anti Wrinkle – Biotin for Hair Skin Nails – Korean Supplement,8fcb8d8c40005bbbba9a7be319324250|pzsku/Z1EDD2CF7F641CD3DCCF1Z/45/1771150186/ccae59a3-bca1-4a0b-ad2e-a82cd7e7aeca.jpg,https://z.nooncdn.com/products/tr:n-t_120/8fcb8d8c40005bbbba9a7be319324250|pzsku/Z1EDD2CF7F641CD3DCCF1Z/45/1771150186/ccae59a3-bca1-4a0b-ad2e-a82cd7e7aeca.jpg,bb_lab,,"['https://z.nooncdn.com/products/tr:n-t_800/8fcb8d8c40005bbbba9a7be319324250|pzsku/Z1EDD2CF7F641CD3DCCF1Z/45/1771150186/ccae59a3-bca1-4a0b-ad2e-a82cd7e7aeca.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/8fcb8d8c40005bbbba9a7be319324250|pzsku/Z1EDD2CF7F641CD3DCCF1Z/45/1771150186/8b161091-8cc2-4b9b-beda-bb2ab0ce46f9.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/8fcb8d8c40005bbbba9a7be319324250|pzsku/Z1EDD2CF7F641CD3DCCF1Z/45/1771150186/325d90e6-15ef-4326-b9a5-6b3e57468a27.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/8fcb8d8c40005bbbba9a7be319324250|pzsku/Z1EDD2CF7F641CD3DCCF1Z/45/1771150186/c2448d6a-e8fe-4440-901a-6133c6a2dfa1.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/8fcb8d8c40005bbbba9a7be319324250|pzsku/Z1EDD2CF7F641CD3DCCF1Z/45/1771150186/48bb76ce-d6ca-4c04-8bf8-fe86c9935b9b.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/8fcb8d8c40005bbbba9a7be319324250|pzsku/Z1EDD2CF7F641CD3DCCF1Z/45/1771150187/f8ed7ba1-003d-4e0e-b632-d2f5e517ada3.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/8fcb8d8c40005bbbba9a7be319324250|pzsku/Z1EDD2CF7F641CD3DCCF1Z/45/1771150186/176e1900-fce1-476f-8dc6-8602908a44bc.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/8fcb8d8c40005bbbba9a7be319324250|pzsku/Z1EDD2CF7F641CD3DCCF1Z/45/1771150186/437ad10d-750a-46fb-a607-0510124cf204.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/8fcb8d8c40005bbbba9a7be319324250|pzsku/Z1EDD2CF7F641CD3DCCF1Z/45/1771150186/f184dd4c-c690-444f-90c0-63100e2b5376.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/8fcb8d8c40005bbbba9a7be319324250|pzsku/Z1EDD2CF7F641CD3DCCF1Z/45/1771150186/368700f8-fdbb-45f9-972a-4123c4550b28.jpg']",NSAI60020454906-2-P1,2026-06-03 17:51:24+03:00,2026-06-04 12:04:18+03:00,2026-06-07 11:00:00+03:00,320.0,sar,null,,False,2026-06-03 18:19:52+03:00,delivered,PH26299478943S
NSAI60059430830,delivered,noon,False,False,a4a2c67d403665d1fec2fadb2b7d510a,Z5EBCB36E4A921176657AZ-1,10605054,Z5EBCB36E4A921176657AZ,,Al Safa Natural Sedr Honey 1kg – Premium Monofloral Honey for Immunity & Energy,pzsku/Z5EBCB36E4A921176657AZ/45/1764146413/f8eb10fd-cf9d-4928-8fa2-5b3f9fe2ea79.jpg,https://z.nooncdn.com/products/tr:n-t_120/pzsku/Z5EBCB36E4A921176657AZ/45/1764146413/f8eb10fd-cf9d-4928-8fa2-5b3f9fe2ea79.jpg,generic,,['https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z5EBCB36E4A921176657AZ/45/1764146413/f8eb10fd-cf9d-4928-8fa2-5b3f9fe2ea79.jpg'],NSAI60059430830-2-P1,2026-06-03 16:46:26+03:00,2026-06-04 12:04:18+03:00,2026-06-07 12:00:00+03:00,60.0,sar,null,,False,2026-06-03 18:21:34+03:00,delivered,PH25853444621S
NSAI60069528928,delivered,noon,False,False,a4f25dc80bb9b6a15dba3f974a66431a,N11293158A,20207015,ZBBA921DB00CFB78F00D6Z,,Shea Butter Skin Moisturizer,pzsku/ZFB23DA7A2A5D1F675832Z/45/_/1772787189/39b604b8-310f-4351-92fc-fc8afc60a7aa.jpg,https://z.nooncdn.com/products/tr:n-t_120/pzsku/ZFB23DA7A2A5D1F675832Z/45/_/1772787189/39b604b8-310f-4351-92fc-fc8afc60a7aa.jpg,now,7,"['https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZFB23DA7A2A5D1F675832Z/45/_/1772787189/39b604b8-310f-4351-92fc-fc8afc60a7aa.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZFB23DA7A2A5D1F675832Z/45/_/1772787189/026104b1-562e-42e4-9f99-5969103b51e6.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZFB23DA7A2A5D1F675832Z/45/_/1772787188/303a9594-d122-4fdf-87f8-589f878c4ffb.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZFB23DA7A2A5D1F675832Z/45/_/1772787189/2282245c-92e1-4ca2-bd1f-146f7d0b010b.jpg']",NSAI60069528928-4-P1,2026-06-03 17:30:02+03:00,2026-06-04 12:04:18+03:00,2026-06-07 11:00:00+03:00,46.0,sar,null,,False,2026-06-03 18:20:22+03:00,delivered,PH27600182249S
NSAI60007682126,delivered,noon,False,False,ab1c329d4d602b7d1ddac59e078851da,Z077756ED508BA9814E0FZ-1,10501117,Z077756ED508BA9814E0FZ,,Matcha Whisk Set – 2 Pieces | Traditional Bamboo Whisk for Frothing Matcha Tea – Perfect for Authentic Japanese Tea Ceremony & Smooth Blending,pzsku/Z077756ED508BA9814E0FZ/45/_/1773225013/7294df20-f99d-44b4-9475-d42c4e0b2e4f.jpg,https://z.nooncdn.com/products/tr:n-t_120/pzsku/Z077756ED508BA9814E0FZ/45/_/1773225013/7294df20-f99d-44b4-9475-d42c4e0b2e4f.jpg,matcha,,"['https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z077756ED508BA9814E0FZ/45/_/1773225013/7294df20-f99d-44b4-9475-d42c4e0b2e4f.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z077756ED508BA9814E0FZ/45/_/1773225013/21f11c72-e204-4a67-b085-f67fff9810b8.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z077756ED508BA9814E0FZ/45/_/1773225013/3b131688-c319-43a8-b40b-831f386002e7.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z077756ED508BA9814E0FZ/45/_/1773225013/bd1a7b27-5074-46ee-9b3a-07e18c4c9aca.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z077756ED508BA9814E0FZ/45/_/1773224713/90879898-c800-4dc9-bd7f-d2a3102e6bd1.jpg']",NSAI60007682126-2-P1,2026-06-03 05:01:25+03:00,2026-06-03 11:48:37+03:00,2026-06-06 11:00:00+03:00,29.0,sar,null,,False,2026-06-03 09:06:26+03:00,delivered,PH24312364361S
NSAI60013244606,delivered,noon,False,False,a0ef1941f33c6fd0d484f0964dd3891a,Z8C0AD2A425809B42C6E9Z-1,Z.17624199738235087.1,Z8C0AD2A425809B42C6E9Z,8809514649840,BB LAB Marine Collagen with Berry 30 Sachets 2+1 Free Offer Radiance & Skin Elasticity Support,8fcb8d8c40005bbbba9a7be319324250|pzsku/Z8C0AD2A425809B42C6E9Z/45/1770803357/56776c66-f3b2-4fdb-a52f-96708194a82b.jpg,https://z.nooncdn.com/products/tr:n-t_120/8fcb8d8c40005bbbba9a7be319324250|pzsku/Z8C0AD2A425809B42C6E9Z/45/1770803357/56776c66-f3b2-4fdb-a52f-96708194a82b.jpg,bb_lab,,"['https://z.nooncdn.com/products/tr:n-t_800/8fcb8d8c40005bbbba9a7be319324250|pzsku/Z8C0AD2A425809B42C6E9Z/45/1770803357/56776c66-f3b2-4fdb-a52f-96708194a82b.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/8fcb8d8c40005bbbba9a7be319324250|pzsku/Z8C0AD2A425809B42C6E9Z/45/1770803357/47da3b2f-e8b7-4bf9-a966-ae7e6a13ff5a.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/8fcb8d8c40005bbbba9a7be319324250|pzsku/Z8C0AD2A425809B42C6E9Z/45/1770803357/85bc42b4-07ff-4b32-b9d6-a04ba8b5933d.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/8fcb8d8c40005bbbba9a7be319324250|pzsku/Z8C0AD2A425809B42C6E9Z/45/1770803357/25cf49ed-54e2-48a7-84ce-0412bcf44c2f.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/8fcb8d8c40005bbbba9a7be319324250|pzsku/Z8C0AD2A425809B42C6E9Z/45/1770803357/eae02993-c385-4c4d-a36a-dd9f9f4b88ef.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/8fcb8d8c40005bbbba9a7be319324250|pzsku/Z8C0AD2A425809B42C6E9Z/45/1770803357/24cbb20f-155a-4eb0-8591-97727bce6a37.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/8fcb8d8c40005bbbba9a7be319324250|pzsku/Z8C0AD2A425809B42C6E9Z/45/1770803357/cfdad584-e88e-4dfc-90bd-d22c4f398f4e.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/8fcb8d8c40005bbbba9a7be319324250|pzsku/Z8C0AD2A425809B42C6E9Z/45/1770803357/110b8e16-eba6-4a7b-8130-5582c55533a5.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/8fcb8d8c40005bbbba9a7be319324250|pzsku/Z8C0AD2A425809B42C6E9Z/45/1770803357/f2f1eac7-9c4f-4d7a-835a-90199f345a7b.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/8fcb8d8c40005bbbba9a7be319324250|pzsku/Z8C0AD2A425809B42C6E9Z/45/1770803357/1620ff28-cfe8-4f0f-9874-39ec757e36bd.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/8fcb8d8c40005bbbba9a7be319324250|pzsku/Z8C0AD2A425809B42C6E9Z/45/1770803357/c6606b84-a2e8-40ff-a0e5-f5cb8440d97e.jpg']",NSAI60013244606-1-P1,2026-06-02 15:24:22+03:00,2026-06-03 11:48:37+03:00,2026-06-06 12:00:00+03:00,318.0,sar,null,,False,2026-06-02 18:28:21+03:00,delivered,PH21524591859S
NSAI60026724626,delivered,noon,False,False,a4f25dc80bb9b6a15dba3f974a66431a,N11293158A,20207015,ZBBA921DB00CFB78F00D6Z,,Shea Butter Skin Moisturizer,pzsku/ZFB23DA7A2A5D1F675832Z/45/_/1772787189/39b604b8-310f-4351-92fc-fc8afc60a7aa.jpg,https://z.nooncdn.com/products/tr:n-t_120/pzsku/ZFB23DA7A2A5D1F675832Z/45/_/1772787189/39b604b8-310f-4351-92fc-fc8afc60a7aa.jpg,now,7,"['https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZFB23DA7A2A5D1F675832Z/45/_/1772787189/39b604b8-310f-4351-92fc-fc8afc60a7aa.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZFB23DA7A2A5D1F675832Z/45/_/1772787189/026104b1-562e-42e4-9f99-5969103b51e6.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZFB23DA7A2A5D1F675832Z/45/_/1772787188/303a9594-d122-4fdf-87f8-589f878c4ffb.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZFB23DA7A2A5D1F675832Z/45/_/1772787189/2282245c-92e1-4ca2-bd1f-146f7d0b010b.jpg']",NSAI60026724626-2-P1,2026-06-02 21:44:26+03:00,2026-06-03 11:48:37+03:00,2026-06-06 11:00:00+03:00,46.0,sar,null,,False,2026-06-03 09:05:13+03:00,delivered,PH25363712864S
NSAI60034123787,delivered,noon,False,False,a94e7d385a0bccb55abf37740775676a,ZA054A9D06F4CD0DBF91EZ-1,10610042,ZA054A9D06F4CD0DBF91EZ,653871976792,Zaadna Ready Keto Bread Mix – 500 gm,pzsku/ZA054A9D06F4CD0DBF91EZ/45/1752407155/d65d9ab7-e608-45c9-b8ee-2f5ec6c0f40e.jpg,https://z.nooncdn.com/products/tr:n-t_120/pzsku/ZA054A9D06F4CD0DBF91EZ/45/1752407155/d65d9ab7-e608-45c9-b8ee-2f5ec6c0f40e.jpg,zaadana,500,['https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZA054A9D06F4CD0DBF91EZ/45/1752407155/d65d9ab7-e608-45c9-b8ee-2f5ec6c0f40e.jpg'],NSAI60034123787-30-P1,2026-06-02 15:18:59+03:00,2026-06-03 11:48:37+03:00,2026-06-06 11:00:00+03:00,37.0,sar,null,,False,2026-06-02 18:26:30+03:00,delivered,PH24997309612S
NSAI60034123787,delivered,noon,False,False,a94e7d385a0bccb55abf37740775676a,ZA054A9D06F4CD0DBF91EZ-1,10610042,ZA054A9D06F4CD0DBF91EZ,653871976792,Zaadna Ready Keto Bread Mix – 500 gm,pzsku/ZA054A9D06F4CD0DBF91EZ/45/1752407155/d65d9ab7-e608-45c9-b8ee-2f5ec6c0f40e.jpg,https://z.nooncdn.com/products/tr:n-t_120/pzsku/ZA054A9D06F4CD0DBF91EZ/45/1752407155/d65d9ab7-e608-45c9-b8ee-2f5ec6c0f40e.jpg,zaadana,500,['https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZA054A9D06F4CD0DBF91EZ/45/1752407155/d65d9ab7-e608-45c9-b8ee-2f5ec6c0f40e.jpg'],NSAI60034123787-31-P1,2026-06-02 15:18:59+03:00,2026-06-03 11:48:37+03:00,2026-06-06 11:00:00+03:00,37.0,sar,null,,False,2026-06-02 18:26:30+03:00,delivered,PH24997309612S
NSAI60048875134,delivered,noon,False,False,ab3643e14092b7a116f55a14bb4cb63a,Z33B746C9666018BF2933Z-1,21103007,Z33B746C9666018BF2933Z,6286030002113,Vatera Elbow Moisturizing Mask,pzsku/Z33B746C9666018BF2933Z/45/1755699328/912ecea7-714d-40a0-900a-ca4bfd03d16a.jpg,https://z.nooncdn.com/products/tr:n-t_120/pzsku/Z33B746C9666018BF2933Z/45/1755699328/912ecea7-714d-40a0-900a-ca4bfd03d16a.jpg,vatera,,['https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z33B746C9666018BF2933Z/45/1755699328/912ecea7-714d-40a0-900a-ca4bfd03d16a.jpg'],NSAI60048875134-4-P1,2026-06-02 18:47:41+03:00,2026-06-03 11:48:37+03:00,2026-06-06 12:00:00+03:00,35.85,sar,null,,False,2026-06-03 09:04:41+03:00,delivered,PH28529697870S
NSAI60061088346,delivered,noon,False,False,ab3b396f1c1bbfef5c907ff3a4f8ae8a,Z6C37EF3B0E9E52D4E990Z-1,Z.17624219549912055.1,Z6C37EF3B0E9E52D4E990Z,8809514649857,BB LAB Marine Collagen Anti-Wrinkle 30 Sachets 2+1 Free Offer Firming & Skin Elasticity Support,8fcb8d8c40005bbbba9a7be319324250|pzsku/Z6C37EF3B0E9E52D4E990Z/45/1770802807/189c1e3d-fc84-4148-b697-3d2e4554a985.jpg,https://z.nooncdn.com/products/tr:n-t_120/8fcb8d8c40005bbbba9a7be319324250|pzsku/Z6C37EF3B0E9E52D4E990Z/45/1770802807/189c1e3d-fc84-4148-b697-3d2e4554a985.jpg,bb_lab,,"['https://z.nooncdn.com/products/tr:n-t_800/8fcb8d8c40005bbbba9a7be319324250|pzsku/Z6C37EF3B0E9E52D4E990Z/45/1770802807/189c1e3d-fc84-4148-b697-3d2e4554a985.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/8fcb8d8c40005bbbba9a7be319324250|pzsku/Z6C37EF3B0E9E52D4E990Z/45/1770802806/c27476ee-624e-4575-842d-5a50797857f1.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/8fcb8d8c40005bbbba9a7be319324250|pzsku/Z6C37EF3B0E9E52D4E990Z/45/1770802807/44b13ac8-bb9b-47c5-9154-255805fc6b90.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/8fcb8d8c40005bbbba9a7be319324250|pzsku/Z6C37EF3B0E9E52D4E990Z/45/1770802807/94e8c222-88dd-49b2-a392-62c62c2b0baa.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/8fcb8d8c40005bbbba9a7be319324250|pzsku/Z6C37EF3B0E9E52D4E990Z/45/1770802807/29987d3e-bf79-4b4b-854b-edd63dba7f92.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/8fcb8d8c40005bbbba9a7be319324250|pzsku/Z6C37EF3B0E9E52D4E990Z/45/1770802807/6dec5009-3e42-4206-a401-6195645299a9.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/8fcb8d8c40005bbbba9a7be319324250|pzsku/Z6C37EF3B0E9E52D4E990Z/45/1770802807/723db8b6-524d-4520-b592-3a04be8dafc3.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/8fcb8d8c40005bbbba9a7be319324250|pzsku/Z6C37EF3B0E9E52D4E990Z/45/1770802807/dc3d27d8-ba49-4fec-b8be-fbe9e5c0c636.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/8fcb8d8c40005bbbba9a7be319324250|pzsku/Z6C37EF3B0E9E52D4E990Z/45/1770802807/4392a4fb-80d0-4353-ad85-f7fa01de69f1.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/8fcb8d8c40005bbbba9a7be319324250|pzsku/Z6C37EF3B0E9E52D4E990Z/45/1770802807/b8457a4f-c760-4bf2-bcdc-d9cf5f9514d7.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/8fcb8d8c40005bbbba9a7be319324250|pzsku/Z6C37EF3B0E9E52D4E990Z/45/1770802807/c00ea530-466d-4ed1-a34b-583cba97e3b4.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/8fcb8d8c40005bbbba9a7be319324250|pzsku/Z6C37EF3B0E9E52D4E990Z/45/1770802807/6a2f87b2-f908-45dc-8ffa-c469ae17138a.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/8fcb8d8c40005bbbba9a7be319324250|pzsku/Z6C37EF3B0E9E52D4E990Z/45/1770802807/f7e5d76f-b71b-4eac-9a70-ce97dcaba784.jpg']",NSAI60061088346-1-P1,2026-06-02 11:52:31+03:00,2026-06-03 11:48:37+03:00,2026-06-06 11:00:00+03:00,328.0,sar,null,,False,2026-06-02 13:59:41+03:00,delivered,PH28273049178S
NSAI60020085261,delivered,noon,False,False,a4c1f72bf40244e6f3c15570001b4b7a,ZDE34E2CD4E63F4376425Z-1,10501082,ZDE34E2CD4E63F4376425Z,4528344004592,AOI Matcha Japanese Pure 30g,pzsku/ZDE34E2CD4E63F4376425Z/45/_/1782129255/0daca77a-408e-41c0-a4d4-2f07d7e11825.jpg,https://z.nooncdn.com/products/tr:n-t_120/pzsku/ZDE34E2CD4E63F4376425Z/45/_/1782129255/0daca77a-408e-41c0-a4d4-2f07d7e11825.jpg,aoi,30,"['https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZDE34E2CD4E63F4376425Z/45/_/1782129255/0daca77a-408e-41c0-a4d4-2f07d7e11825.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZDE34E2CD4E63F4376425Z/45/_/1782129369/baf6436c-ae0f-4298-a12e-1219a226f209.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZDE34E2CD4E63F4376425Z/45/_/1782129298/0e9ef4a8-c318-4a42-b9f3-5f04efccbf74.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZDE34E2CD4E63F4376425Z/45/_/1782129398/c424eff8-759d-422c-9ecd-8ee6d78637b4.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZDE34E2CD4E63F4376425Z/45/_/1782130661/1d7a84c8-3056-4524-a70c-08a6d8ad2486.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZDE34E2CD4E63F4376425Z/45/_/1782133658/a011d124-a3ce-4747-b842-1f6aa6d01795.jpg']",NSAI60020085261-1-P1,2026-06-02 02:21:11+03:00,2026-06-02 11:28:31+03:00,2026-06-04 12:00:00+03:00,65.0,sar,null,,False,2026-06-02 11:25:27+03:00,delivered,PH25953349584S
NSAI60048408807,delivered,noon,False,False,a70c26e2381d2858507b51dc1b36da6a,ZD36C87760DCF7F16C537Z-1,10103019,ZD36C87760DCF7F16C537Z,,Al-Hekma Fine White Alum Powder 250 g – Natural Mineral for Skincare & Deodorant Use,pzsku/ZD36C87760DCF7F16C537Z/45/1764146380/526a896d-43e1-41fd-bc47-5a8396d1603b.jpg,https://z.nooncdn.com/products/tr:n-t_120/pzsku/ZD36C87760DCF7F16C537Z/45/1764146380/526a896d-43e1-41fd-bc47-5a8396d1603b.jpg,elhekma,,['https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZD36C87760DCF7F16C537Z/45/1764146380/526a896d-43e1-41fd-bc47-5a8396d1603b.jpg'],NSAI60048408807-3-P1,2026-06-02 05:24:57+03:00,2026-06-02 11:28:31+03:00,2026-06-04 12:00:00+03:00,21.64,sar,null,,False,2026-06-02 11:24:53+03:00,delivered,PH23331516852S
NSAI60084966745,delivered,noon,False,False,ab18b5f85404798e86a423a75c2eecfa,ZAAECD40C12DDDBF75F80Z-1,20108008,ZAAECD40C12DDDBF75F80Z,6285074002974,Bepanthen Moisturizing Cream 30 ml,pzsku/ZAAECD40C12DDDBF75F80Z/45/1756126104/bebab778-f6e2-401b-b477-5a34bbdf4753.jpg,https://z.nooncdn.com/products/tr:n-t_120/pzsku/ZAAECD40C12DDDBF75F80Z/45/1756126104/bebab778-f6e2-401b-b477-5a34bbdf4753.jpg,bepanthen,,"['https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZAAECD40C12DDDBF75F80Z/45/1756126104/bebab778-f6e2-401b-b477-5a34bbdf4753.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZAAECD40C12DDDBF75F80Z/45/1756125890/e922e484-7b1f-4f7f-95f7-bf2188d5c3c5.jpg']",NSAI60084966745-2-P1,2026-06-02 11:14:18+03:00,2026-06-02 11:28:31+03:00,2026-06-06 12:00:00+03:00,25.21,sar,null,,False,2026-06-02 11:25:52+03:00,delivered,PH27611747645S
